lat_bin,lon_bin,time_slot,total_count,dominant_category,dominance_gap,entropy,predicted_category,confidence_calibrated,correct,proba_other,proba_property,proba_violent,risk_score,city,confidence_tier
33.78,-118.27,3,377,property,0.04774535809018567,1.0870553661745435,property,0.807,True,0.0801,0.807,0.1129,11.3,LA,high
33.78,-118.26,0,140,property,0.05,1.0581355538501658,property,0.7495,True,0.1196,0.7495,0.1309,13.1,LA,medium
33.78,-118.26,1,211,property,0.1848341232227488,1.0643114310699584,property,0.8113,True,0.0769,0.8113,0.1118,11.2,LA,high
33.78,-118.26,2,319,violent,0.11598746081504702,1.0779605675927888,property,0.8128,False,0.0755,0.8128,0.1117,11.2,LA,high
33.78,-118.26,3,310,violent,0.04838709677419355,1.08252317301107,property,0.7658,False,0.1087,0.7658,0.1256,12.6,LA,medium
33.78,-118.25,0,73,property,0.1095890410958904,1.06660371968404,property,0.6291,True,0.1993,0.6291,0.1716,17.2,LA,medium
33.78,-118.25,1,95,other,0.010526315789473684,1.083169987759487,property,0.815,False,0.0737,0.815,0.1112,11.1,LA,high
33.78,-118.25,2,142,property,0.04929577464788732,1.0923162792229495,property,0.8141,True,0.0745,0.8141,0.1114,11.1,LA,high
33.78,-118.25,3,131,violent,0.030534351145038167,1.0877481883764557,property,0.8146,False,0.0741,0.8146,0.1113,11.1,LA,high
33.78,-118.24000000000001,0,22,property,0.18181818181818182,1.0208880675106418,property,0.775,True,0.1119,0.775,0.113,11.3,LA,medium
33.78,-118.24000000000001,1,25,property,0.2,0.9978737678714718,property,0.8142,True,0.0745,0.8142,0.1113,11.1,LA,high
33.78,-118.24000000000001,2,27,property,0.2222222222222222,0.9368883075390159,property,0.8139,True,0.0747,0.8139,0.1114,11.1,LA,high
33.78,-118.24000000000001,3,31,property,0.22580645161290322,1.0182776055422171,property,0.8143,True,0.0743,0.8143,0.1114,11.1,LA,high
33.78,-118.23,0,22,property,0.36363636363636365,0.9575556963742231,property,0.8135,True,0.075,0.8135,0.1115,11.1,LA,high
33.78,-118.23,1,19,property,0.0,1.0198652142779299,property,0.8132,True,0.0753,0.8132,0.1115,11.1,LA,high
33.78,-118.23,2,23,property,0.17391304347826086,1.0465634069578553,property,0.813,True,0.0755,0.813,0.1116,11.2,LA,high
33.78,-118.23,3,17,other,0.058823529411764705,0.9718487712358765,property,0.8138,False,0.0748,0.8138,0.1114,11.1,LA,high
33.78,-118.22,2,4,property,0.5,0.562335165779739,property,0.8106,True,0.0775,0.8106,0.1119,11.2,LA,high
33.78,-118.22,3,5,property,0.4,0.9502705392332347,property,0.8147,True,0.0741,0.8147,0.1113,11.1,LA,high
33.79,-118.31,0,26,property,0.23076923076923078,1.0382400185693472,property,0.8141,True,0.0746,0.8141,0.1113,11.1,LA,high
33.79,-118.31,1,25,other,0.08,1.0875656525975472,property,0.8141,False,0.0745,0.8141,0.1113,11.1,LA,high
33.79,-118.31,2,57,other,0.14035087719298245,1.0736253820943074,property,0.8136,False,0.0749,0.8136,0.1115,11.1,LA,high
33.79,-118.31,3,59,violent,0.0,1.0983233499002616,property,0.7664,False,0.1089,0.7664,0.1247,12.5,LA,medium
33.79,-118.3,0,146,property,0.1780821917808219,1.0187368513469404,property,0.7599,True,0.113,0.7599,0.1271,12.7,LA,medium
33.79,-118.3,1,163,property,0.1411042944785276,1.055204411445551,property,0.8155,True,0.0734,0.8155,0.1112,11.1,LA,high
