lat_bin,lon_bin,time_slot,month,total_count,dominant_category,pred,conf,ok,p_violent,p_property,p_other,risk,city
32.64,-96.87,3,8,3,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.87,3,10,4,other,other,0.7696,True,0.112,0.1184,0.7696,11.2,Dallas
32.64,-96.87,3,11,6,property,other,0.8952,False,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.87,3,12,8,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.86,0,1,3,property,other,0.8952,False,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.86,0,2,3,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.86,0,4,5,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.86,0,8,4,property,other,0.8952,False,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.86,0,12,3,property,other,0.7225,False,0.0193,0.2582,0.7225,1.9,Dallas
32.64,-96.86,1,1,3,property,other,0.8952,False,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.86,1,2,7,property,other,0.7225,False,0.0193,0.2582,0.7225,1.9,Dallas
32.64,-96.86,1,3,5,property,other,0.8952,False,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.86,1,4,5,property,other,0.8952,False,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.86,1,5,9,property,other,0.8952,False,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.86,1,6,10,property,other,0.8952,False,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.86,1,8,4,property,other,0.8952,False,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.86,1,9,7,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.86,1,11,7,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.86,1,12,5,property,other,0.8952,False,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.86,2,1,8,property,other,0.8952,False,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.86,2,2,9,other,other,0.7028,True,0.1022,0.1949,0.7028,10.2,Dallas
32.64,-96.86,2,3,13,property,other,0.8952,False,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.86,2,4,16,property,other,0.8952,False,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.86,2,5,9,property,other,0.7028,False,0.1022,0.1949,0.7028,10.2,Dallas
32.64,-96.86,2,6,8,property,other,0.8952,False,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.86,2,7,7,property,other,0.8952,False,0.0172,0.0876,0.8952,1.7,Dallas
